"","Sample.No.","Sample.Code","Length","Mid.1","Mid.2","Volume","OvalityPct","Ovality"
"1",40,"40KY10400752478259",4.9,37.8,37.3,0.543,"1.30%",1.3
"2",40,"40KY10400752478259",4.88,24.8,23.6,0.224,"5.10%",5.1
"3",40,"40KY10400752478259",4.88,19.2,17.5,0.129,"9.70%",9.7
"4",40,"40KY10400752478259",4.88,27,26.3,0.272,"2.70%",2.7
"5",40,"40KY10400752478259",4.89,18.4,19.1,0.135,"3.80%",3.8
"6",40,"40KY10400752478259",4.88,18.5,18.8,0.133,"1.60%",1.6
"7",40,"40KY10400752478259",4.91,33.9,31.8,0.416,"6.60%",6.6
"8",40,"40KY10400752478259",4.9,24.4,23.7,0.223,"3.00%",3
"9",40,"40KY10400752478259",4.9,21.6,21.1,0.175,"2.40%",2.4
"10",40,"40KY10400752478259",4.9,37.8,37.3,0.543,"1.30%",1.3
"11",40,"40KY10400752478259",4.88,24.8,23.6,0.224,"5.10%",5.1
"12",40,"40KY10400752478259",4.88,19.2,17.5,0.129,"9.70%",9.7
"13",40,"40KY10400752478259",4.88,27,26.3,0.272,"2.70%",2.7
"14",40,"40KY10400752478259",4.89,18.4,19.1,0.135,"3.80%",3.8
"15",40,"40KY10400752478259",4.88,18.5,18.8,0.133,"1.60%",1.6
"16",40,"40KY10400752478259",4.91,33.9,31.8,0.416,"6.60%",6.6
"17",40,"40KY10400752478259",4.9,24.4,23.7,0.223,"3.00%",3
"18",40,"40KY10400752478259",4.9,21.6,21.1,0.175,"2.40%",2.4
"19",40,"40KY10400752478259",4.91,17.9,16.9,0.117,"5.90%",5.9
"20",40,"40KY10400752478259",4.89,21.8,21.9,0.183,"0.50%",0.5
"21",40,"40KY10400752478259",4.89,24.9,24.5,0.234,"1.60%",1.6
"22",40,"40KY10400752478259",4.88,20.7,19.2,0.153,"7.80%",7.8
"23",40,"40KY10400752478259",4.87,25.6,26.8,0.263,"4.70%",4.7
"24",40,"40KY10400752478259",4.9,29.7,28.5,0.326,"4.20%",4.2
"25",40,"40KY10400752478259",4.86,25.5,25,0.243,"2.00%",2
"26",40,"40KY10400752478259",4.88,19.7,19.3,0.146,"2.10%",2.1
"27",40,"40KY10400752478259",4.87,30.4,29.2,0.34,"4.10%",4.1
"28",40,"40KY10400752478259",4.91,27,27,0.281,"0.00%",0
"29",40,"40KY10400752478259",4.89,28.6,29.2,0.321,"2.10%",2.1
"30",40,"40KY10400752478259",4.89,22.3,22.2,0.19,"0.50%",0.5
"31",40,"40KY10400752478259",4.92,32.1,32.6,0.404,"1.60%",1.6
"32",40,"40KY10400752478259",4.89,27,26.7,0.277,"1.10%",1.1
"33",40,"40KY10400752478259",4.92,23.4,23,0.208,"1.70%",1.7
"34",40,"40KY10400752478259",4.88,21.5,21.8,0.18,"1.40%",1.4
"35",40,"40KY10400752478259",4.88,22.8,23.8,0.208,"4.40%",4.4
"36",40,"40KY10400752478259",4.9,28.6,28.6,0.315,"0.00%",0
"37",40,"40KY10400752478259",4.88,24.2,24.9,0.231,"2.90%",2.9
"38",40,"40KY10400752478259",4.89,24.4,24.4,0.229,"0.00%",0
"39",40,"40KY10400752478259",4.89,24.4,24,0.225,"1.70%",1.7
"40",40,"40KY10400752478259",4.9,29.7,28.5,0.326,"4.20%",4.2
"41",40,"40KY10400752478259",4.86,25.5,25,0.243,"2.00%",2
"42",40,"40KY10400752478259",4.88,19.7,19.3,0.146,"2.10%",2.1
"43",40,"40KY10400752478259",4.87,30.4,29.2,0.34,"4.10%",4.1
"44",40,"40KY10400752478259",4.91,27,27,0.281,"0.00%",0
"45",40,"40KY10400752478259",4.89,28.6,29.2,0.321,"2.10%",2.1
"46",40,"40KY10400752478259",4.89,22.3,22.2,0.19,"0.50%",0.5
"47",40,"40KY10400752478259",4.92,32.1,32.6,0.404,"1.60%",1.6
"48",40,"40KY10400752478259",4.89,27,26.7,0.277,"1.10%",1.1
"49",40,"40KY10400752478259",4.92,23.4,23,0.208,"1.70%",1.7
"50",40,"40KY10400752478259",4.88,21.5,21.8,0.18,"1.40%",1.4
"51",40,"40KY10400752478259",4.88,22.8,23.8,0.208,"4.40%",4.4
"52",40,"40KY10400752478259",4.9,28.6,28.6,0.315,"0.00%",0
"53",40,"40KY10400752478259",4.88,24.2,24.9,0.231,"2.90%",2.9
"54",40,"40KY10400752478259",4.89,24.4,24.4,0.229,"0.00%",0
"55",40,"40KY10400752478259",4.89,24.4,24,0.225,"1.70%",1.7
"56",40,"40KY10400752478259",4.86,21.5,20.9,0.172,"2.90%",2.9
"57",40,"40KY10400752478259",4.89,24.8,24.7,0.235,"0.40%",0.4
"58",40,"40KY10400752478259",4.91,38.2,37.6,0.554,"1.60%",1.6
"59",41,"41KE07400152478357",4.91,34.2,34.8,0.459,"1.80%",1.8
"60",41,"41KE07400152478357",4.88,20.8,22.2,0.177,"6.70%",6.7
"61",41,"41KE07400152478357",5,39.6,39,0.607,"1.50%",1.5
"62",41,"41KE07400152478357",4.91,27.2,28.2,0.296,"3.70%",3.7
"63",41,"41KE07400152478357",4.91,23.2,21.2,0.19,"9.40%",9.4
"64",41,"41KE07400152478357",5,39.6,39,0.607,"1.50%",1.5
"65",41,"41KE07400152478357",4.91,27.2,28.2,0.296,"3.70%",3.7
"66",41,"41KE07400152478357",4.91,23.2,21.2,0.19,"9.40%",9.4
"67",41,"41KE07400152478357",4.84,28.4,27.1,0.293,"4.80%",4.8
"68",41,"41KE07400152478357",4.85,27.4,26.5,0.277,"3.40%",3.4
"69",41,"41KE07400152478357",4.88,22.6,21.6,0.187,"4.60%",4.6
"70",41,"41KE07400152478357",4.88,26.1,25.5,0.255,"2.40%",2.4
"71",41,"41KE07400152478357",4.85,32.2,32.5,0.399,"0.90%",0.9
"73",41,"41KE07400152478357",4.9,28,27.6,0.297,"1.40%",1.4
"74",41,"41KE07400152478357",4.88,37.3,35.9,0.513,"3.90%",3.9
"75",41,"41KE07400152478357",4.89,26.9,24.7,0.256,"8.90%",8.9
"76",41,"41KE07400152478357",4.91,25.9,27.2,0.272,"5.00%",5
"77",41,"41KE07400152478357",4.86,34.9,34.8,0.464,"0.30%",0.3
"78",41,"41KE07400152478357",4.88,24.2,23.5,0.218,"3.00%",3
"79",41,"41KE07400152478357",4.87,23.6,23.4,0.211,"0.90%",0.9
"80",41,"41KE07400152478357",5,26.7,26.8,0.281,"0.40%",0.4
"81",41,"41KE07400152478357",4.89,24.6,26.9,0.255,"9.30%",9.3
"82",41,"41KE07400152478357",4.9,32.7,31.9,0.402,"2.50%",2.5
"83",41,"41KE07400152478357",4.83,34.9,37,0.49,"6.00%",6
"84",41,"41KE07400152478357",4.87,35.2,35.5,0.478,"0.90%",0.9
"85",41,"41KE07400152478357",4.89,29.3,31,0.349,"5.80%",5.8
"86",41,"41KE07400152478357",4.8,31.6,31.5,0.375,"0.30%",0.3
"87",41,"41KE07400152478357",5,26.7,26.8,0.281,"0.40%",0.4
"88",41,"41KE07400152478357",4.89,24.6,26.9,0.255,"9.30%",9.3
"89",41,"41KE07400152478357",4.9,32.7,31.9,0.402,"2.50%",2.5
"90",41,"41KE07400152478357",4.83,34.9,37,0.49,"6.00%",6
"91",41,"41KE07400152478357",4.87,35.2,35.5,0.478,"0.90%",0.9
"92",41,"41KE07400152478357",4.89,29.3,31,0.349,"5.80%",5.8
"93",41,"41KE07400152478357",4.8,31.6,31.5,0.375,"0.30%",0.3
"94",41,"41KE07400152478357",4.88,26.9,26.3,0.271,"2.30%",2.3
"95",42,"42KY0314572478429",4.82,43.7,44.2,0.731,"1.10%",1.1
"96",42,"42KY0314572478429",4.92,33.6,36.8,0.479,"9.50%",9.5
"97",42,"42KY0314572478429",4.92,28.7,28.2,0.313,"1.80%",1.8
"98",42,"42KY0314572478429",4.91,30.5,30.1,0.354,"1.30%",1.3
"99",42,"42KY0314572478429",4.92,32.1,33.4,0.414,"4.00%",4
"100",42,"42KY0314572478429",4.92,34.6,35.5,0.475,"2.60%",2.6
"101",42,"42KY0314572478429",4.91,30.4,28.7,0.337,"5.90%",5.9
"102",42,"42KY0314572478429",4.92,31.8,29.4,0.362,"8.20%",8.2
"103",42,"42KY0314572478429",4.91,29,29,0.324,"0.00%",0
"104",42,"42KY0314572478429",4.88,38.9,38.6,0.576,"0.80%",0.8
"105",42,"42KY0314572478429",4.86,38,37.7,0.547,"0.80%",0.8
"106",42,"42KY0314572478429",4.87,37.3,35.1,0.501,"6.30%",6.3
"107",42,"42KY0314572478429",4.9,32.1,31.2,0.386,"2.90%",2.9
"108",42,"42KY0314572478429",4.91,29,29,0.324,"0.00%",0
"109",42,"42KY0314572478429",4.88,38.9,38.6,0.576,"0.80%",0.8
"110",42,"42KY0314572478429",4.86,38,37.7,0.547,"0.80%",0.8
"111",42,"42KY0314572478429",4.87,37.3,35.1,0.501,"6.30%",6.3
"112",42,"42KY0314572478429",4.9,32.1,31.2,0.386,"2.90%",2.9
"113",42,"42KY0314572478429",4.89,31.5,31.8,0.385,"1.00%",1
"114",42,"42KY0314572478429",4.91,33.1,32.7,0.417,"1.20%",1.2
"115",42,"42KY0314572478429",5.05,33.7,32.6,0.436,"3.40%",3.4
"116",42,"42KY0314572478429",4.91,43.9,42.4,0.718,"3.50%",3.5
"118",43,"43KK02400152477183",3.69,18.6,18.5,0.1,"0.50%",0.5
"119",43,"43KK02400152477183",3.68,19.9,19.4,0.112,"2.60%",2.6
"120",43,"43KK02400152477183",3.71,20.1,19.7,0.115,"2.00%",2
"121",43,"43KK02400152477183",3.72,22.6,24.7,0.163,"9.30%",9.3
"122",43,"43KK02400152477183",3.69,19.9,19.6,0.113,"1.50%",1.5
"123",43,"43KK02400152477183",3.71,26.8,26.3,0.205,"1.90%",1.9
"124",43,"43KK02400152477183",3.69,17.2,17.9,0.089,"4.10%",4.1
"125",43,"43KK02400152477183",3.7,19.5,19,0.108,"2.60%",2.6
"126",43,"43KK02400152477183",3.69,20,18.7,0.109,"7.00%",7
"127",43,"43KK02400152477183",3.69,21.7,21,0.132,"3.30%",3.3
"128",43,"43KK02400152477183",3.69,20.4,20.3,0.12,"0.50%",0.5
"129",43,"43KK02400152477183",3.69,17.3,16.5,0.083,"4.80%",4.8
"130",43,"43KK02400152477183",3.69,22.6,22.9,0.15,"1.30%",1.3
"131",43,"43KK02400152477183",3.7,20.3,19.7,0.116,"3.00%",3
"132",43,"43KK02400152477183",3.7,19.5,19,0.108,"2.60%",2.6
"133",43,"43KK02400152477183",3.69,20,18.7,0.109,"7.00%",7
"134",43,"43KK02400152477183",3.69,21.7,21,0.132,"3.30%",3.3
"135",43,"43KK02400152477183",3.69,20.4,20.3,0.12,"0.50%",0.5
"136",43,"43KK02400152477183",3.69,17.3,16.5,0.083,"4.80%",4.8
"137",43,"43KK02400152477183",3.69,22.6,22.9,0.15,"1.30%",1.3
"138",43,"43KK02400152477183",3.7,20.3,19.7,0.116,"3.00%",3
"139",43,"43KK02400152477183",3.67,18.5,17.6,0.094,"5.10%",5.1
"140",43,"43KK02400152477183",3.69,16.6,16.2,0.078,"2.50%",2.5
"141",43,"43KK02400152477183",3.68,20.2,19.8,0.116,"2.00%",2
"142",43,"43KK02400152477183",3.69,17.6,16.3,0.083,"8.00%",8
"143",43,"43KK02400152477183",3.7,25.4,26.5,0.196,"4.30%",4.3
"144",43,"43KK02400152477183",3.7,20.1,20,0.117,"0.50%",0.5
"145",43,"43KK02400152477183",3.68,18.8,18.1,0.098,"3.90%",3.9
"146",43,"43KK02400152477183",3.66,24.5,24.7,0.174,"0.80%",0.8
"147",43,"43KK02400152477183",3.69,16.6,16,0.077,"3.80%",3.8
"148",43,"43KK02400152477183",3.69,17.3,17.1,0.086,"1.20%",1.2
"149",43,"43KK02400152477183",3.68,19.6,19.9,0.113,"1.50%",1.5
"150",43,"43KK02400152477183",3.68,19.5,19.9,0.112,"2.10%",2.1
"151",43,"43KK02400152477183",3.7,19.3,20.1,0.113,"4.10%",4.1
"152",43,"43KK02400152477183",3.72,19.6,18.6,0.107,"5.40%",5.4
"153",43,"43KK02400152477183",3.69,23.2,23,0.155,"0.90%",0.9
"154",43,"43KK02400152477183",3.7,16.6,17.2,0.083,"3.60%",3.6
"155",43,"43KK02400152477183",3.78,26,24.8,0.192,"4.80%",4.8
"156",43,"43KK02400152477183",3.69,26.8,24.9,0.194,"7.60%",7.6
"157",43,"43KK02400152477183",3.7,25.4,26.5,0.196,"4.30%",4.3
"158",43,"43KK02400152477183",3.7,20.1,20,0.117,"0.50%",0.5
"159",43,"43KK02400152477183",3.68,18.8,18.1,0.098,"3.90%",3.9
"160",43,"43KK02400152477183",3.66,24.5,24.7,0.174,"0.80%",0.8
"161",43,"43KK02400152477183",3.69,16.6,16,0.077,"3.80%",3.8
"162",43,"43KK02400152477183",3.69,17.3,17.1,0.086,"1.20%",1.2
"163",43,"43KK02400152477183",3.68,19.6,19.9,0.113,"1.50%",1.5
"164",43,"43KK02400152477183",3.68,19.5,19.9,0.112,"2.10%",2.1
"165",43,"43KK02400152477183",3.7,19.3,20.1,0.113,"4.10%",4.1
"166",43,"43KK02400152477183",3.72,19.6,18.6,0.107,"5.40%",5.4
"167",43,"43KK02400152477183",3.69,23.2,23,0.155,"0.90%",0.9
"168",43,"43KK02400152477183",3.7,16.6,17.2,0.083,"3.60%",3.6
"169",43,"43KK02400152477183",3.78,26,24.8,0.192,"4.80%",4.8
"170",43,"43KK02400152477183",3.69,26.8,24.9,0.194,"7.60%",7.6
"171",44,"44CK14400352478468",4.9,30.4,29.2,0.342,"4.10%",4.1
"172",44,"44CK14400352478468",4.93,27.2,26.6,0.28,"2.30%",2.3
"173",44,"44CK14400352478468",4.86,30,28.7,0.329,"4.50%",4.5
"174",44,"44CK14400352478468",4.9,30.4,29.2,0.342,"4.10%",4.1
"175",44,"44CK14400352478468",4.93,27.2,26.6,0.28,"2.30%",2.3
"176",44,"44CK14400352478468",4.86,30,28.7,0.329,"4.50%",4.5
"177",44,"44CK14400352478468",4.93,27.8,26.3,0.283,"5.70%",5.7
"178",44,"44CK14400352478468",4.89,37.3,37.4,0.536,"0.30%",0.3
"179",44,"44CK14400352478468",4.92,21.2,19.3,0.158,"9.80%",9.8
"180",44,"44CK14400352478468",4.93,33.5,32.9,0.427,"1.80%",1.8
"181",44,"44CK14400352478468",4.89,22.2,21.6,0.184,"2.80%",2.8
"183",44,"44CK14400352478468",4.9,25.5,25.9,0.254,"1.60%",1.6
"184",44,"44CK14400352478468",4.89,34.5,33.5,0.444,"3.00%",3
"185",44,"44CK14400352478468",4.87,33.4,32.3,0.413,"3.40%",3.4
"186",44,"44CK14400352478468",4.96,29.3,29.4,0.336,"0.30%",0.3
"187",44,"44CK14400352478468",4.91,27.6,28.1,0.299,"1.80%",1.8
"188",44,"44CK14400352478468",4.9,28.4,27.7,0.303,"2.50%",2.5
"189",44,"44CK14400352478468",4.89,34.7,35.7,0.476,"2.90%",2.9
"190",44,"44CK14400352478468",4.91,21.9,22,0.186,"0.50%",0.5
"191",44,"44CK14400352478468",4.9,28.4,27.7,0.303,"2.50%",2.5
"192",44,"44CK14400352478468",4.89,34.7,35.7,0.476,"2.90%",2.9
"193",44,"44CK14400352478468",4.91,21.9,22,0.186,"0.50%",0.5
"194",44,"44CK14400352478468",4.94,32.5,34.7,0.438,"6.80%",6.8
"195",44,"44CK14400352478468",4.87,38.8,39.4,0.585,"1.50%",1.5
"196",44,"44CK14400352478468",4.89,23.9,23.5,0.216,"1.70%",1.7
"197",44,"44CK14400352478468",4.96,25.2,24.8,0.243,"1.60%",1.6
"198",44,"44CK14400352478468",4.9,25.6,25.6,0.252,"0.00%",0
"199",44,"44CK14400352478468",4.92,33.2,32.8,0.421,"1.20%",1.2
"200",44,"44CK14400352478468",4.93,22.2,21,0.181,"5.70%",5.7
"201",44,"44CK14400352478468",4.93,34.4,33.9,0.452,"1.50%",1.5
"202",44,"44CK14400352478468",4.9,25.6,25.6,0.252,"0.00%",0
"203",44,"44CK14400352478468",4.92,33.2,32.8,0.421,"1.20%",1.2
"204",44,"44CK14400352478468",4.93,22.2,21,0.181,"5.70%",5.7
"205",44,"44CK14400352478468",4.93,34.4,33.9,0.452,"1.50%",1.5
"206",45,"45WD10400652478674",3.72,23.1,23,0.155,"0.40%",0.4
"207",45,"45WD10400652478674",3.69,27.7,26,0.209,"6.50%",6.5
"208",45,"45WD10400652478674",3.69,25.4,23.7,0.175,"7.20%",7.2
"209",45,"45WD10400652478674",3.72,22,23.5,0.151,"6.80%",6.8
"210",45,"45WD10400652478674",3.74,22.3,21.3,0.14,"4.70%",4.7
"211",45,"45WD10400652478674",3.72,21.8,22.3,0.142,"2.30%",2.3
"212",45,"45WD10400652478674",3.71,19.8,18.2,0.105,"8.80%",8.8
"213",45,"45WD10400652478674",3.7,24.6,23.4,0.167,"5.10%",5.1
"214",45,"45WD10400652478674",3.72,23.1,23,0.155,"0.40%",0.4
"215",45,"45WD10400652478674",3.69,27.7,26,0.209,"6.50%",6.5
"216",45,"45WD10400652478674",3.69,25.4,23.7,0.175,"7.20%",7.2
"217",45,"45WD10400652478674",3.72,22,23.5,0.151,"6.80%",6.8
"218",45,"45WD10400652478674",3.74,22.3,21.3,0.14,"4.70%",4.7
"219",45,"45WD10400652478674",3.72,21.8,22.3,0.142,"2.30%",2.3
"220",45,"45WD10400652478674",3.71,19.8,18.2,0.105,"8.80%",8.8
"221",45,"45WD10400652478674",3.7,24.6,23.4,0.167,"5.10%",5.1
"222",45,"45WD10400652478674",3.72,25.6,25.3,0.189,"1.20%",1.2
"223",45,"45WD10400652478674",3.69,18.6,19.2,0.104,"3.20%",3.2
"224",45,"45WD10400652478674",3.72,21.7,20.9,0.133,"3.80%",3.8
"225",45,"45WD10400652478674",3.68,30.1,29.6,0.258,"1.70%",1.7
"226",45,"45WD10400652478674",3.71,22.2,22.2,0.144,"0.00%",0
"227",45,"45WD10400652478674",3.74,24,23.6,0.166,"1.70%",1.7
"228",45,"45WD10400652478674",3.69,24.1,24.2,0.169,"0.40%",0.4
"229",45,"45WD10400652478674",3.74,20.3,20,0.119,"1.50%",1.5
"230",45,"45WD10400652478674",3.71,26.3,24.8,0.19,"6.00%",6
"231",45,"45WD10400652478674",3.72,19.6,19.6,0.112,"0.00%",0
"232",45,"45WD10400652478674",3.69,25.3,24.4,0.179,"3.70%",3.7
"233",45,"45WD10400652478674",3.7,25.1,26.4,0.193,"5.20%",5.2
"234",45,"45WD10400652478674",3.72,19.8,17.8,0.103,"11.20%",11.2
"235",45,"45WD10400652478674",3.71,21.2,22.8,0.141,"7.50%",7.5
"236",45,"45WD10400652478674",3.69,27.5,27.6,0.22,"0.40%",0.4
"237",45,"45WD10400652478674",3.68,31.5,32.7,0.298,"3.80%",3.8
"238",45,"45WD10400652478674",3.7,19,20,0.11,"5.30%",5.3
"239",45,"45WD10400652478674",3.7,26.7,27.3,0.212,"2.20%",2.2
"240",45,"45WD10400652478674",3.74,24,23.6,0.166,"1.70%",1.7
"241",45,"45WD10400652478674",3.69,24.1,24.2,0.169,"0.40%",0.4
"242",45,"45WD10400652478674",3.74,20.3,20,0.119,"1.50%",1.5
"243",45,"45WD10400652478674",3.71,26.3,24.8,0.19,"6.00%",6
"244",45,"45WD10400652478674",3.72,19.6,19.6,0.112,"0.00%",0
"245",45,"45WD10400652478674",3.69,25.3,24.4,0.179,"3.70%",3.7
"246",45,"45WD10400652478674",3.7,25.1,26.4,0.193,"5.20%",5.2
"247",45,"45WD10400652478674",3.72,19.8,17.8,0.103,"11.20%",11.2
"248",45,"45WD10400652478674",3.71,21.2,22.8,0.141,"7.50%",7.5
"249",45,"45WD10400652478674",3.69,27.5,27.6,0.22,"0.40%",0.4
"250",45,"45WD10400652478674",3.68,31.5,32.7,0.298,"3.80%",3.8
"251",45,"45WD10400652478674",3.7,19,20,0.11,"5.30%",5.3
"252",45,"45WD10400652478674",3.7,26.7,27.3,0.212,"2.20%",2.2
"253",45,"45WD10400652478674",3.72,19.5,18.7,0.107,"4.30%",4.3
"254",45,"45WD10400652478674",3.72,20.3,19.5,0.116,"4.10%",4.1
"255",46,"46CK214001372478774",3.71,23.4,25.1,0.171,"7.30%",7.3
"256",46,"46CK214001372478774",3.75,23.2,20.8,0.143,"11.50%",11.5
"257",46,"46CK214001372478774",3.7,23.1,23.9,0.16,"3.50%",3.5
"258",46,"46CK214001372478774",3.73,20,19.7,0.115,"1.50%",1.5
"259",46,"46CK214001372478774",3.73,23.7,24,0.167,"1.30%",1.3
"260",46,"46CK214001372478774",3.69,26.3,24.9,0.19,"5.60%",5.6
"261",46,"46CK214001372478774",3.75,23.9,23.2,0.163,"3.00%",3
"262",46,"46CK214001372478774",3.71,22.1,22.3,0.144,"0.90%",0.9
"263",46,"46CK214001372478774",3.72,20.3,20.2,0.12,"0.50%",0.5
"264",46,"46CK214001372478774",3.69,24.9,24.4,0.176,"2.00%",2
"265",46,"46CK214001372478774",3.72,21.8,21.7,0.138,"0.50%",0.5
"266",46,"46CK214001372478774",3.71,20,20.2,0.118,"1.00%",1
"267",46,"46CK214001372478774",3.75,23.7,23,0.161,"3.00%",3
"268",46,"46CK214001372478774",3.7,23,21.5,0.144,"7.00%",7
"269",46,"46CK214001372478774",3.71,20,18.6,0.109,"7.50%",7.5
"270",46,"46CK214001372478774",3.7,23.1,23.9,0.16,"3.50%",3.5
"271",46,"46CK214001372478774",3.73,20,19.7,0.115,"1.50%",1.5
"272",46,"46CK214001372478774",3.73,23.7,24,0.167,"1.30%",1.3
"273",46,"46CK214001372478774",3.69,26.3,24.9,0.19,"5.60%",5.6
"274",46,"46CK214001372478774",3.75,23.9,23.2,0.163,"3.00%",3
"275",46,"46CK214001372478774",3.71,22.1,22.3,0.144,"0.90%",0.9
"276",46,"46CK214001372478774",3.72,20.3,20.2,0.12,"0.50%",0.5
"277",46,"46CK214001372478774",3.69,24.9,24.4,0.176,"2.00%",2
"278",46,"46CK214001372478774",3.72,21.8,21.7,0.138,"0.50%",0.5
"279",46,"46CK214001372478774",3.71,20,20.2,0.118,"1.00%",1
"280",46,"46CK214001372478774",3.75,23.7,23,0.161,"3.00%",3
"281",46,"46CK214001372478774",3.7,23,21.5,0.144,"7.00%",7
"282",46,"46CK214001372478774",3.71,20,18.6,0.109,"7.50%",7.5
"283",46,"46CK214001372478774",3.72,18.2,17.7,0.094,"2.80%",2.8
"284",46,"46CK214001372478774",3.72,24.9,25.1,0.183,"0.80%",0.8
"285",46,"46CK214001372478774",3.74,22.8,21.5,0.144,"6.00%",6
"286",46,"46CK214001372478774",3.71,19.9,19.1,0.111,"4.20%",4.2
"287",46,"46CK214001372478774",3.74,21.6,20.2,0.128,"6.90%",6.9
"288",46,"46CK214001372478774",3.73,18.7,17.8,0.098,"5.10%",5.1
"289",46,"46CK214001372478774",3.73,24,23.4,0.165,"2.60%",2.6
"290",46,"46CK214001372478774",3.73,22.2,21.3,0.139,"4.20%",4.2
"291",46,"46CK214001372478774",3.74,22,22,0.142,"0.00%",0
"292",46,"46CK214001372478774",3.72,20.8,20.3,0.123,"2.50%",2.5
"293",46,"46CK214001372478774",3.74,21.5,21.6,0.136,"0.50%",0.5
"294",46,"46CK214001372478774",3.73,20.6,22.4,0.135,"8.70%",8.7
"295",46,"46CK214001372478774",3.7,20,19.9,0.116,"0.50%",0.5
"296",46,"46CK214001372478774",3.73,24,23.4,0.165,"2.60%",2.6
"297",46,"46CK214001372478774",3.73,22.2,21.3,0.139,"4.20%",4.2
"298",46,"46CK214001372478774",3.74,22,22,0.142,"0.00%",0
"299",46,"46CK214001372478774",3.72,20.8,20.3,0.123,"2.50%",2.5
"300",46,"46CK214001372478774",3.74,21.5,21.6,0.136,"0.50%",0.5
"301",46,"46CK214001372478774",3.73,20.6,22.4,0.135,"8.70%",8.7
"302",46,"46CK214001372478774",3.7,20,19.9,0.116,"0.50%",0.5
"303",46,"46CK214001372478774",3.72,26.3,25.3,0.194,"4.00%",4
"304",46,"46CK214001372478774",3.68,19.9,18.7,0.108,"6.40%",6.4
"305",46,"46CK214001372478774",3.71,25.1,24.9,0.182,"0.80%",0.8
"306",46,"46CK214001372478774",3.73,17.9,16.9,0.089,"5.90%",5.9
"307",46,"46CK214001372478774",3.74,24.5,25.1,0.181,"2.40%",2.4
"309",46,"46CK214001372478774",3.7,21.4,21.1,0.131,"1.40%",1.4
"310",46,"46CK214001372478774",3.76,28.7,27.9,0.237,"2.90%",2.9
"311",46,"46CK214001372478774",3.71,23.7,24.3,0.168,"2.50%",2.5
"312",46,"46CK214001372478774",3.76,23.4,24.2,0.167,"3.40%",3.4
"313",46,"46CK214001372478774",3.72,24.8,24.7,0.179,"0.40%",0.4
"314",46,"46CK214001372478774",3.75,21.4,20.2,0.127,"5.90%",5.9
"315",46,"46CK214001372478774",3.66,25.7,25,0.185,"2.80%",2.8
"316",46,"46CK214001372478774",3.71,18.2,17.9,0.095,"1.70%",1.7
"317",46,"46CK214001372478774",3.71,20.3,21.1,0.125,"3.90%",3.9
"318",46,"46CK214001372478774",3.71,24.7,23.6,0.17,"4.70%",4.7
"319",46,"46CK214001372478774",3.71,21.9,21.7,0.138,"0.90%",0.9
"320",46,"46CK214001372478774",3.66,25.7,25,0.185,"2.80%",2.8
"321",46,"46CK214001372478774",3.71,18.2,17.9,0.095,"1.70%",1.7
"322",46,"46CK214001372478774",3.71,20.3,21.1,0.125,"3.90%",3.9
"323",46,"46CK214001372478774",3.71,24.7,23.6,0.17,"4.70%",4.7
"324",46,"46CK214001372478774",3.71,21.9,21.7,0.138,"0.90%",0.9
"325",47,"47KK04400352478955",3.7,22.1,20.9,0.134,"5.70%",5.7
"326",47,"47KK04400352478955",3.69,29.3,28.4,0.241,"3.20%",3.2
"327",47,"47KK04400352478955",3.7,24.6,22.7,0.163,"8.40%",8.4
"328",47,"47KK04400352478955",3.7,30.7,28.8,0.257,"6.60%",6.6
"329",47,"47KK04400352478955",3.68,26.7,26.3,0.203,"1.50%",1.5
"330",47,"47KK04400352478955",3.68,26.6,27.4,0.211,"3.00%",3
"331",47,"47KK04400352478955",3.7,30.5,27,0.24,"13.00%",13
"332",47,"47KK04400352478955",3.72,23.5,24.5,0.168,"4.30%",4.3
"333",47,"47KK04400352478955",3.7,30.5,30.1,0.267,"1.30%",1.3
"334",47,"47KK04400352478955",3.7,24.7,24.5,0.176,"0.80%",0.8
"335",47,"47KK04400352478955",3.7,26.3,25.8,0.197,"1.90%",1.9
"336",47,"47KK04400352478955",3.68,21.4,21.5,0.133,"0.50%",0.5
"337",47,"47KK04400352478955",3.69,35.6,35.3,0.364,"0.80%",0.8
"338",47,"47KK04400352478955",3.7,28.1,26.5,0.217,"6.00%",6
"339",47,"47KK04400352478955",3.69,28.7,27.7,0.23,"3.60%",3.6
"340",47,"47KK04400352478955",3.67,20.4,20.2,0.119,"1.00%",1
"341",47,"47KK04400352478955",3.7,25.6,25.7,0.191,"0.40%",0.4
"342",47,"47KK04400352478955",3.72,30.2,29.6,0.261,"2.00%",2
"343",47,"47KK04400352478955",3.7,25,23,0.167,"8.70%",8.7
"344",47,"47KK04400352478955",3.7,22.1,22.3,0.143,"0.90%",0.9
"345",47,"47KK04400352478955",3.65,35,34.7,0.348,"0.90%",0.9
"346",47,"47KK04400352478955",3.68,30.4,30.8,0.271,"1.30%",1.3
"347",47,"47KK04400352478955",3.71,36.9,36,0.387,"2.50%",2.5
"348",47,"47KK04400352478955",3.7,18.7,16.3,0.089,"14.70%",14.7
"349",47,"47KK04400352478955",3.68,30.2,29.8,0.26,"1.30%",1.3
"350",47,"47KK04400352478955",3.71,27,28.6,0.225,"5.90%",5.9
"351",47,"47KK04400352478955",3.68,21.7,20.3,0.127,"6.90%",6.9
