"","Sample.No.","Sample.Code","Length","Mid.1","Mid.2","Volume","OvalityPct","Ovality"
"1651",74,"74WW07400652482226",4.88,23.8,25,0.228,"5.00%",5
"1652",74,"74WW07400652482226",4.89,20.5,19.7,0.155,"4.10%",4.1
"1653",74,"74WW07400652482226",4.91,19.9,19.6,0.15,"1.50%",1.5
"1654",74,"74WW07400652482226",4.63,25.2,24.2,0.222,"4.10%",4.1
"1655",74,"74WW07400652482226",4.88,23.7,19.2,0.176,"23.40%",23.4
"1656",74,"74WW07400652482226",4.91,23.4,23.6,0.213,"0.90%",0.9
"1657",74,"74WW07400652482226",4.9,25.9,25.7,0.256,"0.80%",0.8
"1658",74,"74WW07400652482226",4.91,23.2,22.1,0.198,"5.00%",5
"1659",74,"74WW07400652482226",4.9,27.1,26.1,0.272,"3.80%",3.8
"1660",74,"74WW07400652482226",4.9,21,21.4,0.173,"1.90%",1.9
"1661",74,"74WW07400652482226",4.88,24,24.4,0.224,"1.70%",1.7
"1662",74,"74WW07400652482226",4.89,27.3,27.5,0.288,"0.70%",0.7
"1663",74,"74WW07400652482226",4.71,22.5,22.5,0.187,"0.00%",0
"1664",74,"74WW07400652482226",4.92,30.7,29.3,0.348,"4.80%",4.8
"1665",74,"74WW07400652482226",4.89,23.1,22.1,0.196,"4.50%",4.5
"1666",74,"74WW07400652482226",5.05,26.8,26,0.276,"3.10%",3.1
"1667",74,"74WW07400652482226",4.9,20.1,20.7,0.16,"3.00%",3
"1668",74,"74WW07400652482226",4.79,20.9,20.5,0.161,"2.00%",2
"1669",74,"74WW07400652482226",4.89,24.4,23.7,0.222,"3.00%",3
"1670",74,"74WW07400652482226",4.9,24,23.6,0.218,"1.70%",1.7
"1671",74,"74WW07400652482226",4.86,22.4,21,0.18,"6.70%",6.7
"1672",74,"74WW07400652482226",4.89,22.3,22.9,0.196,"2.70%",2.7
"1673",74,"74WW07400652482226",4.9,23.5,23.1,0.209,"1.70%",1.7
"1674",74,"74WW07400652482226",4.89,29.4,28.8,0.325,"2.10%",2.1
"1675",74,"74WW07400652482226",5.05,26.8,26,0.276,"3.10%",3.1
"1676",74,"74WW07400652482226",4.9,20.1,20.7,0.16,"3.00%",3
"1677",74,"74WW07400652482226",4.79,20.9,20.5,0.161,"2.00%",2
"1678",74,"74WW07400652482226",4.89,24.4,23.7,0.222,"3.00%",3
"1679",74,"74WW07400652482226",4.9,24,23.6,0.218,"1.70%",1.7
"1680",74,"74WW07400652482226",4.86,22.4,21,0.18,"6.70%",6.7
"1681",74,"74WW07400652482226",4.89,22.3,22.9,0.196,"2.70%",2.7
"1682",74,"74WW07400652482226",4.9,23.5,23.1,0.209,"1.70%",1.7
"1683",74,"74WW07400652482226",4.89,29.4,28.8,0.325,"2.10%",2.1
"1685",75,"75TY054004112482616",4.93,36.4,36,0.507,"1.10%",1.1
"1686",75,"75TY054004112482616",4.95,31.9,31.1,0.386,"2.60%",2.6
"1687",75,"75TY054004112482616",4.94,32.4,33.8,0.425,"4.30%",4.3
"1688",75,"75TY054004112482616",4.93,31.8,31.4,0.387,"1.30%",1.3
"1689",75,"75TY054004112482616",4.91,31.6,31.1,0.379,"1.60%",1.6
"1690",75,"75TY054004112482616",4.99,33.7,34.2,0.452,"1.50%",1.5
"1691",75,"75TY054004112482616",4.9,33,32.1,0.408,"2.80%",2.8
"1692",75,"75TY054004112482616",5.12,35.1,33.7,0.476,"4.20%",4.2
"1693",75,"75TY054004112482616",4.86,37.7,35.7,0.514,"5.60%",5.6
"1694",75,"75TY054004112482616",4.92,31,30.6,0.367,"1.30%",1.3
"1695",75,"75TY054004112482616",5.01,30.9,30.2,0.367,"2.30%",2.3
"1696",75,"75TY054004112482616",4.92,29.3,29.7,0.336,"1.40%",1.4
"1697",75,"75TY054004112482616",4.94,29.8,29.4,0.34,"1.40%",1.4
"1698",75,"75TY054004112482616",4.9,33.4,33.4,0.429,"0.00%",0
"1699",75,"75TY054004112482616",4.94,31.7,31.2,0.384,"1.60%",1.6
"1700",75,"75TY054004112482616",4.88,31,32.1,0.382,"3.50%",3.5
"1701",75,"75TY054004112482616",4.9,33,32.1,0.408,"2.80%",2.8
"1702",75,"75TY054004112482616",5.12,35.1,33.7,0.476,"4.20%",4.2
"1703",75,"75TY054004112482616",4.86,37.7,35.7,0.514,"5.60%",5.6
"1704",75,"75TY054004112482616",4.92,31,30.6,0.367,"1.30%",1.3
"1705",75,"75TY054004112482616",5.01,30.9,30.2,0.367,"2.30%",2.3
"1706",75,"75TY054004112482616",4.92,29.3,29.7,0.336,"1.40%",1.4
"1707",75,"75TY054004112482616",4.94,29.8,29.4,0.34,"1.40%",1.4
"1708",75,"75TY054004112482616",4.9,33.4,33.4,0.429,"0.00%",0
"1709",75,"75TY054004112482616",4.94,31.7,31.2,0.384,"1.60%",1.6
"1710",75,"75TY054004112482616",4.88,31,32.1,0.382,"3.50%",3.5
"1711",75,"75TY054004112482616",4.91,28.4,27.7,0.303,"2.50%",2.5
"1712",75,"75TY054004112482616",4.88,34.7,34.5,0.459,"0.60%",0.6
"1713",75,"75TY054004112482616",4.92,34.4,35.7,0.475,"3.80%",3.8
"1714",75,"75TY054004112482616",4.91,32.6,32.4,0.407,"0.60%",0.6
"1715",75,"75TY054004112482616",4.87,40.5,37.5,0.582,"8.00%",8
"1717",75,"75TY054004112482616",4.9,26.7,24.6,0.253,"8.50%",8.5
"1718",75,"75TY054004112482616",4.84,31.8,30.3,0.366,"5.00%",5
"1719",75,"75TY054004112482616",4.92,31.1,30.1,0.362,"3.30%",3.3
"1720",75,"75TY054004112482616",4.94,28.4,29.1,0.321,"2.50%",2.5
"1721",76,"76KE07400152482671",3.69,26.4,25.8,0.197,"2.30%",2.3
"1722",76,"76KE07400152482671",3.67,34,32.2,0.316,"5.60%",5.6
"1723",76,"76KE07400152482671",3.69,27.8,27.4,0.221,"1.50%",1.5
"1724",76,"76KE07400152482671",3.71,36.4,34,0.361,"7.10%",7.1
"1725",76,"76KE07400152482671",3.7,25.7,25.3,0.189,"1.60%",1.6
"1726",76,"76KE07400152482671",3.73,25.7,24.2,0.182,"6.20%",6.2
"1727",76,"76KE07400152482671",3.67,38.8,36.4,0.408,"6.60%",6.6
"1728",76,"76KE07400152482671",3.67,36.3,37.3,0.39,"2.80%",2.8
"1729",76,"76KE07400152482671",3.71,33,33.6,0.323,"1.80%",1.8
"1730",76,"76KE07400152482671",3.71,33.4,33.5,0.326,"0.30%",0.3
"1731",76,"76KE07400152482671",3.59,38.2,35.3,0.381,"8.20%",8.2
"1732",76,"76KE07400152482671",3.65,26.7,24.8,0.19,"7.70%",7.7
"1733",76,"76KE07400152482671",3.67,34,32.2,0.316,"5.60%",5.6
"1734",76,"76KE07400152482671",3.69,27.8,27.4,0.221,"1.50%",1.5
"1735",76,"76KE07400152482671",3.71,36.4,34,0.361,"7.10%",7.1
"1736",76,"76KE07400152482671",3.7,25.7,25.3,0.189,"1.60%",1.6
"1737",76,"76KE07400152482671",3.73,25.7,24.2,0.182,"6.20%",6.2
"1738",76,"76KE07400152482671",3.67,38.8,36.4,0.408,"6.60%",6.6
"1739",76,"76KE07400152482671",3.67,36.3,37.3,0.39,"2.80%",2.8
"1740",76,"76KE07400152482671",3.71,33,33.6,0.323,"1.80%",1.8
"1741",76,"76KE07400152482671",3.71,33.4,33.5,0.326,"0.30%",0.3
"1742",76,"76KE07400152482671",3.59,38.2,35.3,0.381,"8.20%",8.2
"1743",76,"76KE07400152482671",3.65,26.7,24.8,0.19,"7.70%",7.7
"1744",76,"76KE07400152482671",3.69,21.4,20.3,0.126,"5.40%",5.4
"1745",76,"76KE07400152482671",3.72,32.2,30.5,0.287,"5.60%",5.6
"1746",76,"76KE07400152482671",3.65,32.2,32.7,0.302,"1.60%",1.6
"1747",76,"76KE07400152482671",3.72,24.4,22.5,0.161,"8.40%",8.4
"1748",76,"76KE07400152482671",3.71,27.8,27.2,0.22,"2.20%",2.2
"1749",76,"76KE07400152482671",3.68,29,29.5,0.247,"1.70%",1.7
"1750",76,"76KE07400152482671",3.67,44.3,42.7,0.545,"3.70%",3.7
"1751",76,"76KE07400152482671",3.71,27.8,27.2,0.22,"2.20%",2.2
"1752",76,"76KE07400152482671",3.68,29,29.5,0.247,"1.70%",1.7
"1753",76,"76KE07400152482671",3.67,44.3,42.7,0.545,"3.70%",3.7
"1754",77,"77KK02400152482782",3.67,23,22.7,0.15,"1.30%",1.3
"1755",77,"77KK02400152482782",3.68,24.3,21.8,0.154,"11.50%",11.5
"1756",77,"77KK02400152482782",3.66,19.4,17.9,0.1,"8.40%",8.4
"1757",77,"77KK02400152482782",3.67,19.1,19.7,0.108,"3.10%",3.1
"1758",77,"77KK02400152482782",3.66,17,16.8,0.082,"1.20%",1.2
"1759",77,"77KK02400152482782",3.67,23,22.7,0.15,"1.30%",1.3
"1760",77,"77KK02400152482782",3.68,24.3,21.8,0.154,"11.50%",11.5
"1761",77,"77KK02400152482782",3.66,19.4,17.9,0.1,"8.40%",8.4
"1762",77,"77KK02400152482782",3.67,19.1,19.7,0.108,"3.10%",3.1
"1763",77,"77KK02400152482782",3.66,17,16.8,0.082,"1.20%",1.2
"1764",77,"77KK02400152482782",3.68,20.5,20.8,0.123,"1.50%",1.5
"1765",77,"77KK02400152482782",3.66,17.6,16.9,0.086,"4.10%",4.1
"1766",77,"77KK02400152482782",3.66,19.1,18.7,0.103,"2.10%",2.1
"1767",77,"77KK02400152482782",3.67,16.3,16.1,0.076,"1.20%",1.2
"1768",77,"77KK02400152482782",3.67,18.7,17.7,0.095,"5.60%",5.6
"1769",77,"77KK02400152482782",3.67,17.8,17.6,0.09,"1.10%",1.1
"1770",77,"77KK02400152482782",3.65,16.1,16.5,0.076,"2.50%",2.5
"1771",77,"77KK02400152482782",3.67,19,19.6,0.107,"3.20%",3.2
"1772",77,"77KK02400152482782",3.64,17.7,18.2,0.092,"2.80%",2.8
"1773",77,"77KK02400152482782",3.67,23.9,23.2,0.16,"3.00%",3
"1774",77,"77KK02400152482782",3.67,17.8,17.6,0.09,"1.10%",1.1
"1775",77,"77KK02400152482782",3.65,16.1,16.5,0.076,"2.50%",2.5
"1776",77,"77KK02400152482782",3.67,19,19.6,0.107,"3.20%",3.2
"1777",77,"77KK02400152482782",3.64,17.7,18.2,0.092,"2.80%",2.8
"1778",77,"77KK02400152482782",3.67,23.9,23.2,0.16,"3.00%",3
"1779",77,"77KK02400152482782",3.68,18.5,17.9,0.096,"3.40%",3.4
"1780",77,"77KK02400152482782",3.68,20.5,20.1,0.119,"2.00%",2
"1781",77,"77KK02400152482782",3.67,19.7,19.6,0.111,"0.50%",0.5
"1782",77,"77KK02400152482782",3.66,16.8,17.4,0.084,"3.60%",3.6
"1783",77,"77KK02400152482782",3.66,16.7,17.2,0.083,"3.00%",3
"1784",77,"77KK02400152482782",3.65,19.2,19.1,0.105,"0.50%",0.5
"1785",77,"77KK02400152482782",3.66,20.6,20.5,0.121,"0.50%",0.5
"1786",77,"77KK02400152482782",3.66,19.7,18.9,0.107,"4.20%",4.2
"1787",77,"77KK02400152482782",3.68,17,17.4,0.086,"2.40%",2.4
"1788",77,"77KK02400152482782",3.65,20.2,19,0.11,"6.30%",6.3
"1789",77,"77KK02400152482782",3.63,25.4,25.1,0.182,"1.20%",1.2
"1790",77,"77KK02400152482782",3.67,16.3,15,0.071,"8.70%",8.7
"1791",77,"77KK02400152482782",3.66,17.4,17.2,0.086,"1.20%",1.2
"1792",77,"77KK02400152482782",3.67,18.2,17.4,0.091,"4.60%",4.6
"1793",77,"77KK02400152482782",3.68,20.7,20.6,0.123,"0.50%",0.5
"1794",77,"77KK02400152482782",3.68,17,17.4,0.086,"2.40%",2.4
"1795",77,"77KK02400152482782",3.65,20.2,19,0.11,"6.30%",6.3
"1796",77,"77KK02400152482782",3.63,25.4,25.1,0.182,"1.20%",1.2
"1797",77,"77KK02400152482782",3.67,16.3,15,0.071,"8.70%",8.7
"1798",77,"77KK02400152482782",3.66,17.4,17.2,0.086,"1.20%",1.2
"1799",77,"77KK02400152482782",3.67,18.2,17.4,0.091,"4.60%",4.6
"1800",77,"77KK02400152482782",3.68,20.7,20.6,0.123,"0.50%",0.5
"1801",78,"78WD10400452482893",5.5,23,21.9,0.218,"5.00%",5
"1802",78,"78WD10400452482893",5.53,19.8,19.1,0.164,"3.70%",3.7
"1803",78,"78WD10400452482893",5.51,27.9,27,0.326,"3.30%",3.3
"1804",78,"78WD10400452482893",5.5,21.7,22.2,0.208,"2.30%",2.3
"1805",78,"78WD10400452482893",5.58,39,36.9,0.631,"5.70%",5.7
"1806",78,"78WD10400452482893",5.5,26.6,24.6,0.283,"8.10%",8.1
"1807",78,"78WD10400452482893",5.49,20.6,20.4,0.181,"1.00%",1
"1808",78,"78WD10400452482893",5.38,31.6,32,0.427,"1.30%",1.3
"1809",78,"78WD10400452482893",5.53,19.7,20.7,0.177,"5.10%",5.1
"1810",78,"78WD10400452482893",5.52,30.3,28.1,0.37,"7.80%",7.8
"1811",78,"78WD10400452482893",5.54,31.1,27.9,0.379,"11.50%",11.5
"1812",78,"78WD10400452482893",5.54,19.6,20,0.171,"2.00%",2
"1813",78,"78WD10400452482893",5.5,23,21.9,0.218,"5.00%",5
"1814",78,"78WD10400452482893",5.53,19.8,19.1,0.164,"3.70%",3.7
"1815",78,"78WD10400452482893",5.51,27.9,27,0.326,"3.30%",3.3
"1816",78,"78WD10400452482893",5.5,21.7,22.2,0.208,"2.30%",2.3
"1817",78,"78WD10400452482893",5.58,39,36.9,0.631,"5.70%",5.7
"1818",78,"78WD10400452482893",5.5,26.6,24.6,0.283,"8.10%",8.1
"1819",78,"78WD10400452482893",5.49,20.6,20.4,0.181,"1.00%",1
"1820",78,"78WD10400452482893",5.38,31.6,32,0.427,"1.30%",1.3
"1821",78,"78WD10400452482893",5.53,19.7,20.7,0.177,"5.10%",5.1
"1822",78,"78WD10400452482893",5.52,30.3,28.1,0.37,"7.80%",7.8
"1823",78,"78WD10400452482893",5.54,31.1,27.9,0.379,"11.50%",11.5
"1824",78,"78WD10400452482893",5.54,19.6,20,0.171,"2.00%",2
"1825",78,"78WD10400452482893",5.46,34.3,33.8,0.497,"1.50%",1.5
"1826",78,"78WD10400452482893",5.54,26.7,25.5,0.296,"4.70%",4.7
"1827",78,"78WD10400452482893",5.53,32.2,29.6,0.415,"8.80%",8.8
"1828",78,"78WD10400452482893",5.54,29.1,29.3,0.371,"0.70%",0.7
"1829",78,"78WD10400452482893",5.52,18,17.2,0.134,"4.70%",4.7
"1830",78,"78WD10400452482893",5.51,27.7,26.9,0.323,"3.00%",3
"1831",78,"78WD10400452482893",5.51,18.8,19,0.155,"1.10%",1.1
"1832",78,"78WD10400452482893",5.51,31.2,32.2,0.435,"3.20%",3.2
"1833",78,"78WD10400452482893",5.48,32.7,33.2,0.467,"1.50%",1.5
"1834",78,"78WD10400452482893",5.5,26.8,25.8,0.299,"3.90%",3.9
"1835",78,"78WD10400452482893",5.5,46.3,41.1,0.825,"12.70%",12.7
"1836",78,"78WD10400452482893",5.48,34.3,33.9,0.5,"1.20%",1.2
"1837",78,"78WD10400452482893",5.52,18.2,17.7,0.14,"2.80%",2.8
"1838",78,"78WD10400452482893",5.5,31.8,32.8,0.451,"3.10%",3.1
"1839",78,"78WD10400452482893",5.52,18,17.2,0.134,"4.70%",4.7
"1840",78,"78WD10400452482893",5.51,27.7,26.9,0.323,"3.00%",3
"1841",78,"78WD10400452482893",5.51,18.8,19,0.155,"1.10%",1.1
"1842",78,"78WD10400452482893",5.51,31.2,32.2,0.435,"3.20%",3.2
"1843",78,"78WD10400452482893",5.48,32.7,33.2,0.467,"1.50%",1.5
"1844",78,"78WD10400452482893",5.5,26.8,25.8,0.299,"3.90%",3.9
"1845",78,"78WD10400452482893",5.5,46.3,41.1,0.825,"12.70%",12.7
"1846",78,"78WD10400452482893",5.48,34.3,33.9,0.5,"1.20%",1.2
"1847",78,"78WD10400452482893",5.52,18.2,17.7,0.14,"2.80%",2.8
"1848",78,"78WD10400452482893",5.5,31.8,32.8,0.451,"3.10%",3.1
"1849",79,"79CK14400352483089",3.1,24.1,23.3,0.137,"3.40%",3.4
"1850",79,"79CK14400352483089",3.1,24.6,25,0.15,"1.60%",1.6
"1851",79,"79CK14400352483089",3.1,20.2,19.5,0.096,"3.60%",3.6
"1852",79,"79CK14400352483089",3.11,18,17.7,0.078,"1.70%",1.7
"1853",79,"79CK14400352483089",3.11,20.9,20.6,0.105,"1.50%",1.5
"1854",79,"79CK14400352483089",3.09,19.5,18.8,0.089,"3.70%",3.7
"1855",79,"79CK14400352483089",3.11,16.2,15.1,0.06,"7.30%",7.3
"1856",79,"79CK14400352483089",3.1,23.4,22,0.125,"6.40%",6.4
"1857",79,"79CK14400352483089",3.11,24.5,24.5,0.147,"0.00%",0
"1858",79,"79CK14400352483089",3.1,15.8,15.6,0.06,"1.30%",1.3
"1859",79,"79CK14400352483089",3.13,22.4,21,0.116,"6.70%",6.7
"1860",79,"79CK14400352483089",3.12,26.1,26.9,0.172,"3.10%",3.1
"1861",79,"79CK14400352483089",2.99,17,17.2,0.069,"1.20%",1.2
"1862",79,"79CK14400352483089",3.12,25.4,25.8,0.161,"1.60%",1.6
"1863",79,"79CK14400352483089",3.13,17.8,17.2,0.075,"3.50%",3.5
"1864",79,"79CK14400352483089",3.1,26.4,26.8,0.172,"1.50%",1.5
"1865",79,"79CK14400352483089",3.09,24,23.9,0.139,"0.40%",0.4
"1866",79,"79CK14400352483089",3.27,24.3,24.1,0.15,"0.80%",0.8
"1867",79,"79CK14400352483089",3.11,23.8,24.9,0.145,"4.60%",4.6
"1868",79,"79CK14400352483089",3.11,26.2,26.1,0.167,"0.40%",0.4
"1869",79,"79CK14400352483089",3.1,22.3,22.4,0.122,"0.40%",0.4
"1870",79,"79CK14400352483089",3.1,24.9,24.7,0.15,"0.80%",0.8
"1871",79,"79CK14400352483089",3.09,29.7,27.3,0.197,"8.80%",8.8
"1872",79,"79CK14400352483089",3.11,23.3,22.9,0.13,"1.70%",1.7
"1873",79,"79CK14400352483089",3.1,24.1,23.3,0.137,"3.40%",3.4
"1874",79,"79CK14400352483089",3.1,24.6,25,0.15,"1.60%",1.6
"1875",79,"79CK14400352483089",3.1,20.2,19.5,0.096,"3.60%",3.6
"1876",79,"79CK14400352483089",3.11,18,17.7,0.078,"1.70%",1.7
"1877",79,"79CK14400352483089",3.11,20.9,20.6,0.105,"1.50%",1.5
"1878",79,"79CK14400352483089",3.09,19.5,18.8,0.089,"3.70%",3.7
"1879",79,"79CK14400352483089",3.11,16.2,15.1,0.06,"7.30%",7.3
"1880",79,"79CK14400352483089",3.1,23.4,22,0.125,"6.40%",6.4
"1881",79,"79CK14400352483089",3.11,24.5,24.5,0.147,"0.00%",0
"1882",79,"79CK14400352483089",3.1,15.8,15.6,0.06,"1.30%",1.3
"1883",79,"79CK14400352483089",3.13,22.4,21,0.116,"6.70%",6.7
"1884",79,"79CK14400352483089",3.12,26.1,26.9,0.172,"3.10%",3.1
"1885",79,"79CK14400352483089",2.99,17,17.2,0.069,"1.20%",1.2
"1886",79,"79CK14400352483089",3.12,25.4,25.8,0.161,"1.60%",1.6
"1887",79,"79CK14400352483089",3.13,17.8,17.2,0.075,"3.50%",3.5
"1888",79,"79CK14400352483089",3.1,26.4,26.8,0.172,"1.50%",1.5
"1889",79,"79CK14400352483089",3.09,24,23.9,0.139,"0.40%",0.4
"1890",79,"79CK14400352483089",3.27,24.3,24.1,0.15,"0.80%",0.8
"1891",79,"79CK14400352483089",3.11,23.8,24.9,0.145,"4.60%",4.6
"1892",79,"79CK14400352483089",3.11,26.2,26.1,0.167,"0.40%",0.4
"1893",79,"79CK14400352483089",3.1,22.3,22.4,0.122,"0.40%",0.4
"1894",79,"79CK14400352483089",3.1,24.9,24.7,0.15,"0.80%",0.8
"1895",79,"79CK14400352483089",3.09,29.7,27.3,0.197,"8.80%",8.8
"1896",79,"79CK14400352483089",3.11,23.3,22.9,0.13,"1.70%",1.7
"1897",79,"79CK14400352483089",3.11,17.6,17.3,0.074,"1.70%",1.7
"1898",79,"79CK14400352483089",3.09,23.4,23.4,0.133,"0.00%",0
"1899",79,"79CK14400352483089",3.13,24.5,23.7,0.143,"3.40%",3.4
"1900",79,"79CK14400352483089",3.11,16.1,15.9,0.063,"1.30%",1.3
"1901",79,"79CK14400352483089",3.12,15.8,15.1,0.058,"4.60%",4.6
"1902",79,"79CK14400352483089",3.09,20,19.5,0.095,"2.60%",2.6
"1903",79,"79CK14400352483089",3.14,26.9,25.9,0.172,"3.90%",3.9
"1904",79,"79CK14400352483089",3.06,22.8,23.7,0.13,"3.90%",3.9
"1905",79,"79CK14400352483089",3.1,20,20.5,0.1,"2.50%",2.5
"1906",79,"79CK14400352483089",3.1,19.2,19.3,0.09,"0.50%",0.5
"1907",79,"79CK14400352483089",3.09,20,19.5,0.095,"2.60%",2.6
"1908",79,"79CK14400352483089",3.14,26.9,25.9,0.172,"3.90%",3.9
"1909",79,"79CK14400352483089",3.06,22.8,23.7,0.13,"3.90%",3.9
"1910",79,"79CK14400352483089",3.1,20,20.5,0.1,"2.50%",2.5
"1911",79,"79CK14400352483089",3.1,19.2,19.3,0.09,"0.50%",0.5
"1912",79,"79CK14400352483089",3.12,16.7,16.3,0.067,"2.50%",2.5
"1913",80,"80WD05400252483095",4.89,29.4,28.4,0.321,"3.50%",3.5
"1914",80,"80WD05400252483095",4.89,43.5,42.2,0.705,"3.10%",3.1
"1915",80,"80WD05400252483095",4.89,30.9,31.5,0.374,"1.90%",1.9
"1916",80,"80WD05400252483095",4.9,22.4,21.3,0.184,"5.20%",5.2
"1917",80,"80WD05400252483095",4.89,19.9,19,0.145,"4.70%",4.7
"1918",80,"80WD05400252483095",4.91,44.3,42.3,0.723,"4.70%",4.7
"1919",80,"80WD05400252483095",4.88,29.9,30,0.344,"0.30%",0.3
"1920",80,"80WD05400252483095",4.87,27.5,27.1,0.285,"1.50%",1.5
"1921",80,"80WD05400252483095",4.9,28.3,27.5,0.3,"2.90%",2.9
"1922",80,"80WD05400252483095",4.93,28.2,27.5,0.3,"2.50%",2.5
"1923",80,"80WD05400252483095",4.91,25.7,25.4,0.252,"1.20%",1.2
"1924",80,"80WD05400252483095",4.87,37.8,36.9,0.534,"2.40%",2.4
"1925",80,"80WD05400252483095",4.9,29,29.8,0.333,"2.80%",2.8
"1926",80,"80WD05400252483095",4.9,22.4,21.3,0.184,"5.20%",5.2
"1927",80,"80WD05400252483095",4.89,19.9,19,0.145,"4.70%",4.7
"1928",80,"80WD05400252483095",4.91,44.3,42.3,0.723,"4.70%",4.7
"1929",80,"80WD05400252483095",4.88,29.9,30,0.344,"0.30%",0.3
"1930",80,"80WD05400252483095",4.87,27.5,27.1,0.285,"1.50%",1.5
"1931",80,"80WD05400252483095",4.9,28.3,27.5,0.3,"2.90%",2.9
"1932",80,"80WD05400252483095",4.93,28.2,27.5,0.3,"2.50%",2.5
"1933",80,"80WD05400252483095",4.91,25.7,25.4,0.252,"1.20%",1.2
"1934",80,"80WD05400252483095",4.87,37.8,36.9,0.534,"2.40%",2.4
"1935",80,"80WD05400252483095",4.9,29,29.8,0.333,"2.80%",2.8
"1936",80,"80WD05400252483095",4.91,30.6,31.9,0.377,"4.20%",4.2
"1937",80,"80WD05400252483095",4.89,35.9,34.5,0.476,"4.10%",4.1
"1938",80,"80WD05400252483095",4.91,42.7,39.9,0.658,"7.00%",7
"1939",80,"80WD05400252483095",4.87,24.7,23.6,0.223,"4.70%",4.7
"1940",80,"80WD05400252483095",4.87,26.5,25.1,0.255,"5.60%",5.6
"1941",80,"80WD05400252483095",4.88,38.6,38.4,0.568,"0.50%",0.5
"1942",80,"80WD05400252483095",4.87,30.2,30.5,0.352,"1.00%",1
"1943",80,"80WD05400252483095",4.89,27.7,27.8,0.296,"0.40%",0.4
"1944",80,"80WD05400252483095",4.9,28.8,30.6,0.339,"6.30%",6.3
"1945",80,"80WD05400252483095",4.89,34.4,34.1,0.451,"0.90%",0.9
"1946",80,"80WD05400252483095",4.9,28.8,30.6,0.339,"6.30%",6.3
"1947",80,"80WD05400252483095",4.89,34.4,34.1,0.451,"0.90%",0.9
"1949",81,"81WX084732483004",3.1,18.8,19,0.087,"1.10%",1.1
"1950",81,"81WX084732483004",3.12,18.3,16.9,0.076,"8.30%",8.3
"1951",81,"81WX084732483004",3.08,24.7,24.7,0.148,"0.00%",0
"1952",81,"81WX084732483004",3.11,22.4,22.2,0.121,"0.90%",0.9
"1953",81,"81WX084732483004",3.16,22.5,21.8,0.122,"3.20%",3.2
"1954",81,"81WX084732483004",3.21,21.8,22.4,0.123,"2.80%",2.8
"1955",81,"81WX084732483004",3.11,26.2,25.8,0.165,"1.60%",1.6
"1956",81,"81WX084732483004",3.11,20.7,19.8,0.1,"4.50%",4.5
"1957",81,"81WX084732483004",3.07,19.8,18.9,0.09,"4.80%",4.8
"1958",81,"81WX084732483004",3.08,21.4,22.2,0.115,"3.70%",3.7
"1959",81,"81WX084732483004",3.13,21.6,22,0.117,"1.90%",1.9
"1960",81,"81WX084732483004",3.11,20.7,19.8,0.1,"4.50%",4.5
"1961",81,"81WX084732483004",3.07,19.8,18.9,0.09,"4.80%",4.8
"1962",81,"81WX084732483004",3.08,21.4,22.2,0.115,"3.70%",3.7
"1963",81,"81WX084732483004",3.13,21.6,22,0.117,"1.90%",1.9
"1964",81,"81WX084732483004",3.11,19.9,19.2,0.093,"3.60%",3.6
"1965",81,"81WX084732483004",3.11,16.5,17.1,0.069,"3.60%",3.6
"1966",81,"81WX084732483004",3.13,21.2,19.7,0.103,"7.60%",7.6
"1967",81,"81WX084732483004",3.11,18.5,18.4,0.083,"0.50%",0.5
"1968",81,"81WX084732483004",3.11,19.6,18.8,0.09,"4.30%",4.3
"1969",81,"81WX084732483004",3.13,22.9,23,0.129,"0.40%",0.4
"1970",81,"81WX084732483004",3.1,19.1,19.8,0.092,"3.70%",3.7
"1971",81,"81WX084732483004",3.09,21.8,21.2,0.112,"2.80%",2.8
"1972",81,"81WX084732483004",3.12,29.1,27.8,0.198,"4.70%",4.7
"1973",81,"81WX084732483004",3.07,21.8,22,0.116,"0.90%",0.9
"1974",81,"81WX084732483004",3.03,19.1,17.7,0.081,"7.90%",7.9
"1975",81,"81WX084732483004",3.09,21.4,20.4,0.106,"4.90%",4.9
"1976",81,"81WX084732483004",3.13,22.1,22.9,0.124,"3.60%",3.6
"1977",81,"81WX084732483004",3.1,17.9,18,0.078,"0.60%",0.6
"1978",81,"81WX084732483004",3.13,21.3,21,0.11,"1.40%",1.4
"1979",81,"81WX084732483004",3.1,19.9,18.7,0.091,"6.40%",6.4
"1980",81,"81WX084732483004",3.13,18.5,19.8,0.09,"7.00%",7
"1981",81,"81WX084732483004",3.1,19.6,19.9,0.095,"1.50%",1.5
"1982",81,"81WX084732483004",3.1,21.5,21.3,0.112,"0.90%",0.9
"1983",81,"81WX084732483004",3.12,19.1,18.7,0.088,"2.10%",2.1
"1984",81,"81WX084732483004",3.01,16.4,15.8,0.061,"3.80%",3.8
"1985",81,"81WX084732483004",3.12,18.1,17.4,0.077,"4.00%",4
"1986",81,"81WX084732483004",3.1,19.5,19.1,0.091,"2.10%",2.1
"1987",81,"81WX084732483004",3.13,22.6,23,0.128,"1.80%",1.8
"1988",81,"81WX084732483004",3.11,19.6,18.8,0.09,"4.30%",4.3
"1989",81,"81WX084732483004",3.13,22.9,23,0.129,"0.40%",0.4
"1990",81,"81WX084732483004",3.1,19.1,19.8,0.092,"3.70%",3.7
"1991",81,"81WX084732483004",3.09,21.8,21.2,0.112,"2.80%",2.8
